title,Description,Price,Colors,Image Urls,Link
pants,Brown Cotton Flax Wide Legged Pant,"₹3,300","Beige,Olive Green,Yellow,White,Light Khakhi,Pink,Black,Brown,Blue","cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-cotton-flax-wide-legged-pant-straight-pant-215157_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-cotton-flax-wide-legged-pant-straight-pant-544223_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-cotton-flax-wide-legged-pant-straight-pant-423649_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-cotton-flax-wide-legged-pant-straight-pant-260346_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-cotton-flax-wide-legged-pant-straight-pant-889248_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/brown-cotton-flax-wide-legged-pant
pants,Cotton Flax Mid-Rise Light Khaki Tapered Pant,"₹3,460","Yellow,Beige,Black,Olive Green,Brown,Peach,Light Khakhi,Pink,Navy Blue","cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-light-khaki-tapered-pant-tapered-pant-371487_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-light-khaki-tapered-pant-tapered-pant-353182_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-light-khaki-tapered-pant-tapered-pant-748953_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-light-khaki-tapered-pant-tapered-pant-123020_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-light-khaki-tapered-pant-tapered-pant-365042_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/cotton-flax-mid-rise-light-khaki-tapered-pant
pants,Indigo Dabu Block Print Grey Mid-Rise Culottes,"₹3,780","Indigo,Grey","cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-block-print-grey-mid-rise-culottes-culottes-pant-430840_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-block-print-grey-mid-rise-culottes-culottes-pant-623821_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-block-print-grey-mid-rise-culottes-culottes-pant-977694_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-block-print-grey-mid-rise-culottes-culottes-pant-850576_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-block-print-grey-mid-rise-culottes-culottes-pant-295023_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-block-print-grey-mid-rise-culottes-culottes-pant-303427_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/indigo-dabu-block-print-grey-mid-rise-culottes
pants,White and Blue Ankle Length Pant,"₹4,030",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/white-and-blue-checks-straight-pant-straight-pant-355761_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-and-blue-checks-straight-pant-straight-pant-681048_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-and-blue-checks-straight-pant-straight-pant-994104_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-and-blue-checks-straight-pant-straight-pant-261157_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-and-blue-checks-straight-pant-straight-pant-727186_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-and-blue-checks-straight-pant-straight-pant-264504_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/white-and-blue-ankle-length-pant
pants,Beige Cotton Flax Wide Legged Straight Pant,"₹3,480","Brown,Black,Navy Blue,Olive Green,Beige,Peach,Khaki Green,Pink,Mustard","cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-cotton-flax-wide-legged-straight-pant-wide-legged-pant-772700_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-cotton-flax-wide-legged-straight-pant-wide-legged-pant-108346_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-cotton-flax-wide-legged-straight-pant-wide-legged-pant-245452_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-cotton-flax-wide-legged-straight-pant-wide-legged-pant-291907_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-cotton-flax-wide-legged-straight-pant-wide-legged-pant-285582_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/beige-cotton-flax-wide-legged-straight-pant
pants,Peach Cotton Flax Wide Legged Straight Pant,"₹3,480","Brown,Black,Navy Blue,Olive Green,Beige,Peach,Khaki Green,Pink,Mustard","cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-wide-legged-straight-pant-wide-legged-pant-138306_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-wide-legged-straight-pant-wide-legged-pant-473545_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-wide-legged-straight-pant-wide-legged-pant-262900_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-wide-legged-straight-pant-wide-legged-pant-892897_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-wide-legged-straight-pant-wide-legged-pant-185189_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/peach-cotton-flax-wide-legged-straight-pant
pants,Cotton Flax Mid-Rise Olive Green Tapered Pant,"₹3,460","Yellow,Beige,Black,Olive Green,Brown,Peach,Light Khakhi,Pink,Navy Blue","cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-olive-green-tapered-pant-tapered-pant-185788_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-olive-green-tapered-pant-tapered-pant-961584_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-olive-green-tapered-pant-tapered-pant-638436_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-olive-green-tapered-pant-tapered-pant-408985_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-olive-green-tapered-pant-tapered-pant-357047_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/cotton-flax-mid-rise-olive-green-tapered-pant
pants,Red 100% Cotton Low-Rise Short Shorts,"₹3,130","Red,Green,Beige","cdn.shopify.com/s/files/1/0534/2501/2925/products/red-100-cotton-low-rise-short-shorts-short-pant-756904_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/red-100-cotton-low-rise-short-shorts-short-pant-510484_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/red-100-cotton-low-rise-short-shorts-short-pant-772879_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/red-100-cotton-low-rise-short-shorts-short-pant-484447_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/red-100-cotton-low-rise-short-shorts-short-pant-951432_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/red-100-cotton-low-rise-short-shorts
pants,Cotton Flax Mid-Rise Beige Tapered Pant,"₹3,460","Yellow,Beige,Black,Olive Green,Brown,Peach,Light Khakhi,Pink,Navy Blue","cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-beige-tapered-pant-tapered-pant-106197_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-beige-tapered-pant-tapered-pant-936770_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-beige-tapered-pant-tapered-pant-941414_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-beige-tapered-pant-tapered-pant-747845_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-flax-mid-rise-beige-tapered-pant-tapered-pant-199066_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/cotton-flax-mid-rise-beige-tapered-pant
pants,Off-White Banded Hem Straight Pant,"₹4,640",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/hand-embroidered-white-straight-pant-straight-pant-596615_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/hand-embroidered-white-straight-pant-straight-pant-823832_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/hand-embroidered-white-straight-pant-straight-pant-111566_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/hand-embroidered-white-straight-pant-straight-pant-982893_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/hand-embroidered-white-straight-pant-straight-pant-111867_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/hand-embroidered-white-straight-pant-straight-pant-838658_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/off-white-banded-hem-straight-pant
pants,Berry Wine Striped Gathered Cullotes,"₹2,880",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/berry-wine-striped-gathered-cullotes-culottes-pant-679103_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/berry-wine-striped-gathered-cullotes-culottes-pant-648077_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/berry-wine-striped-gathered-cullotes-culottes-pant-586839_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/berry-wine-striped-gathered-cullotes-culottes-pant-514481_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/berry-wine-striped-gathered-cullotes-culottes-pant-856695_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/berry-wine-striped-gathered-cullotes-culottes-pant-814428_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/berry-wine-striped-gathered-cullotes-culottes-pant-660426_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/berry-wine-striped-gathered-cullotes-culottes-pant-874755_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/berry-wine-striped-gathered-cullotes
pants,Yellow Yarn Dyed Cotton Flared Culottes,"₹3,550","Yellow,Yellow","cdn.shopify.com/s/files/1/0534/2501/2925/products/yarn-dyed-yellow-flared-culottes-flared-pant-765504_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/yarn-dyed-yellow-flared-culottes-flared-pant-974135_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/yarn-dyed-yellow-flared-culottes-flared-pant-991195_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/yarn-dyed-yellow-flared-culottes-flared-pant-585432_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/yarn-dyed-yellow-flared-culottes-flared-pant-854319_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/yarn-dyed-yellow-flared-culottes-flared-pant-754617_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/yarn-dyed-yellow-flared-culottes-flared-pant-840495_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/yellow-yarn-dyed-cotton-flared-culottes
pants,Mauve Corduroy Wide-Legged Trouser Pants,"₹4,500","Mauve,Sage Green,Taupe","cdn.shopify.com/s/files/1/0534/2501/2925/products/mauve-corduroy-wide-legged-trouser-pants-wide-legged-pant-389395_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mauve-corduroy-wide-legged-trouser-pants-wide-legged-pant-892641_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mauve-corduroy-wide-legged-trouser-pants-wide-legged-pant-663186_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mauve-corduroy-wide-legged-trouser-pants-wide-legged-pant-938826_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mauve-corduroy-wide-legged-trouser-pants-wide-legged-pant-323429_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mauve-corduroy-wide-legged-trouser-pants-wide-legged-pant-838989_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mauve-corduroy-wide-legged-trouser-pants-wide-legged-pant-799117_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/mauve-corduroy-wide-legged-trouser-pants
pants,Moss Green Cotton Corduroy Pant,"₹3,830","Moss Green,Sunset Rust,Yellow Pistachio","cdn.shopify.com/s/files/1/0534/2501/2925/products/moss-green-cotton-corduroy-pant-straight-pant-789430_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/moss-green-cotton-corduroy-pant-straight-pant-131932_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/moss-green-cotton-corduroy-pant-straight-pant-560742_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/moss-green-cotton-corduroy-pant-straight-pant-561714_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/moss-green-cotton-corduroy-pant-straight-pant-693654_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/moss-green-cotton-corduroy-pant-straight-pant-789835_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/moss-green-cotton-corduroy-pant
pants,Warm Flannel Moonlight Black Bootcut Pant,"₹4,450",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-flannel-moonlight-black-bootcut-pant-bootcut-pant-628982_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-flannel-moonlight-black-bootcut-pant-bootcut-pant-357523_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-flannel-moonlight-black-bootcut-pant-bootcut-pant-148322_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-flannel-moonlight-black-bootcut-pant-bootcut-pant-407322_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-flannel-moonlight-black-bootcut-pant-bootcut-pant-241821_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-flannel-moonlight-black-bootcut-pant-bootcut-pant-253017_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-flannel-moonlight-black-bootcut-pant-bootcut-pant-679833_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/warm-flannel-moonlight-black-bootcut-pant
pants,Handspun Oak Brown Straight Fit Cotton Pant,"₹4,400",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-oak-brown-straight-fit-cotton-pant-straight-pant-543374_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-oak-brown-straight-fit-cotton-pant-straight-pant-692548_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-oak-brown-straight-fit-cotton-pant-straight-pant-287823_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-oak-brown-straight-fit-cotton-pant-straight-pant-388506_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-oak-brown-straight-fit-cotton-pant-straight-pant-864929_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-oak-brown-straight-fit-cotton-pant-straight-pant-468617_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/handspun-oak-brown-straight-fit-cotton-pant
pants,Pink and Blue Block Printed Cotton Pant,"₹3,640",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-and-blue-block-printed-straight-pant-straight-pant-319037_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-and-blue-block-printed-straight-pant-straight-pant-457289_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-and-blue-block-printed-straight-pant-straight-pant-399592_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-and-blue-block-printed-straight-pant-straight-pant-906452_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-and-blue-block-printed-straight-pant-straight-pant-284294_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-and-blue-block-printed-straight-pant-straight-pant-495829_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-and-blue-block-printed-straight-pant-straight-pant-998081_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/pink-and-blue-block-printed-cotton-pant
pants,Maroon Shibori Wide Legged Pant,"₹4,620",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/maroon-shibori-wide-legged-pant-wide-legged-pant-424349_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/maroon-shibori-wide-legged-pant-wide-legged-pant-114789_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/maroon-shibori-wide-legged-pant-wide-legged-pant-392807_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/maroon-shibori-wide-legged-pant-wide-legged-pant-500310_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/maroon-shibori-wide-legged-pant-wide-legged-pant-968414_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/maroon-shibori-wide-legged-pant-wide-legged-pant-299239_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/maroon-shibori-wide-legged-pant
pants,Handspun Light Green Straight Pant,"₹5,510",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/light-green-handspun-straight-pant-straight-pant-787988_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/light-green-handspun-straight-pant-straight-pant-782274_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/light-green-handspun-straight-pant-straight-pant-593067_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/light-green-handspun-straight-pant-straight-pant-503441_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/light-green-handspun-straight-pant-straight-pant-246133_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/light-green-handspun-straight-pant-straight-pant-619864_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/handspun-light-green-straight-pant
pants,Organic Cotton White Embroidered Straight Pant,"₹4,630",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-embroidered-straight-pant-straight-pant-818874_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-embroidered-straight-pant-straight-pant-1600928_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-embroidered-straight-pant-straight-pant-760019_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-embroidered-straight-pant-straight-pant-794164_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-embroidered-straight-pant-straight-pant-496357_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-embroidered-straight-pant-straight-pant-624876_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-embroidered-straight-pant-straight-pant-770020_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/organic-cotton-white-embroidered-straight-pant
pants,Dabu Print Hand Embroidered Zouave Pant,"₹2,850",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-dabu-beige-zouave-pant-zouave-pant-343653_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-dabu-beige-zouave-pant-zouave-pant-481896_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-dabu-beige-zouave-pant-zouave-pant-710008_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-dabu-beige-zouave-pant-zouave-pant-915017_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-dabu-beige-zouave-pant-zouave-pant-548137_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-dabu-beige-zouave-pant-zouave-pant-826314_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-dabu-beige-zouave-pant-zouave-pant-886827_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-dabu-beige-zouave-pant-zouave-pant-454658_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/dabu-print-hand-embroidered-zouave-pant
pants,Comfort Fit Olive Green Cotton Flax Culottes,"₹3,240","Beige,Olive Green,Black,Brown,Peach,Light Khakhi,Pink,Navy Blue","cdn.shopify.com/s/files/1/0534/2501/2925/products/comfort-fit-olive-green-cotton-flax-culottes-culottes-pant-324001_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfort-fit-olive-green-cotton-flax-culottes-culottes-pant-545354_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfort-fit-olive-green-cotton-flax-culottes-culottes-pant-384783_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfort-fit-olive-green-cotton-flax-culottes-culottes-pant-848068_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfort-fit-olive-green-cotton-flax-culottes-culottes-pant-210530_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfort-fit-olive-green-cotton-flax-culottes-culottes-pant-937678_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/comfort-fit-olive-green-cotton-flax-culottes
pants,Indigo Dabu Hand Block Printed Pegged Pant,"₹3,740",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-hand-block-printed-pegged-pant-pegged-pant-774444_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-hand-block-printed-pegged-pant-pegged-pant-259892_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-hand-block-printed-pegged-pant-pegged-pant-489932_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-hand-block-printed-pegged-pant-pegged-pant-518915_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-hand-block-printed-pegged-pant-pegged-pant-469447_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-hand-block-printed-pegged-pant-pegged-pant-864185_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-dabu-hand-block-printed-pegged-pant-pegged-pant-539947_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/indigo-dabu-hand-block-printed-pegged-pant
pants,Dusk Beige Cotton Striped Elasticated Pant,"₹3,380","Cloudy Grey,Dusk Beige","cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-striped-elasticated-pant-culottes-pant-376651_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-striped-elasticated-pant-culottes-pant-881596_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-striped-elasticated-pant-culottes-pant-399975_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-striped-elasticated-pant-culottes-pant-508014_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-striped-elasticated-pant-culottes-pant-694947_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-striped-elasticated-pant-culottes-pant-355786_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-striped-elasticated-pant-culottes-pant-236996_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/dusk-beige-cotton-striped-elasticated-pant
pants,Block Printed Mid-Rise Wide Legged Pant,"₹3,780",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/block-printed-flared-wide-legged-pants-flared-pant-137272_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/block-printed-flared-wide-legged-pants-flared-pant-691537_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/block-printed-flared-wide-legged-pants-flared-pant-596554_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/block-printed-flared-wide-legged-pants-flared-pant-924454_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/block-printed-flared-wide-legged-pants-flared-pant-534448_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/block-printed-mid-rise-wide-legged-pant
pants,Navy Blue Cotton Waffle Relaxed Culottes,"₹3,810","Navy Blue,Barn Red,Olive Green","cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-waffle-relaxed-culottes-culottes-pant-967101_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-waffle-relaxed-culottes-culottes-pant-647541_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-waffle-relaxed-culottes-culottes-pant-659758_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-waffle-relaxed-culottes-culottes-pant-131509_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-waffle-relaxed-culottes-culottes-pant-418085_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-waffle-relaxed-culottes-culottes-pant-878955_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/navy-blue-cotton-waffle-relaxed-culottes
pants,Brown Handspun Mid-Rise Zouve Pant,"₹4,330",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-handspun-mid-rise-zouve-pant-zouave-pant-303401_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-handspun-mid-rise-zouve-pant-zouave-pant-674012_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-handspun-mid-rise-zouve-pant-zouave-pant-764751_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-handspun-mid-rise-zouve-pant-zouave-pant-804592_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-handspun-mid-rise-zouve-pant-zouave-pant-823120_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-handspun-mid-rise-zouve-pant-zouave-pant-212462_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/brown-handspun-mid-rise-zouve-pant
pants,Comfy Indigo Cotton Denim Cullotes,"₹3,910",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-indigo-cotton-denim-cullotes-culottes-pant-105583_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-indigo-cotton-denim-cullotes-culottes-pant-551525_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-indigo-cotton-denim-cullotes-culottes-pant-363208_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-indigo-cotton-denim-cullotes-culottes-pant-379875_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-indigo-cotton-denim-cullotes-culottes-pant-811819_1600x.jpg",https://in.seamsfriendly.com/collections/pants/products/comfy-indigo-cotton-denim-cullotes
